question,answer_llm,answer_orig,document
"If I use a non-Python stack for the project, what should I include in the README so the reviewer can run it?","Include very thorough setup and run instructions so a reviewer can reproduce it on their own machine.

Specifically, your README should explain:

- how to install the dependencies
- how to run the project
- the steps for Windows, macOS, and Linux
- any language- or ecosystem-specific setup a reviewer would need to know, assuming they have no knowledge of that stack

For example, a Go project should include commands like:

```bash
go mod tidy
go run .
```

Also make sure the repo is reproducible from scratch: provide anything needed to rebuild the system locally, use a `.env.example` with variable names only, and do not include API keys or credentials.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Why is Python recommended for the homework and final project in this course?,"Python is recommended because the course materials, examples, and reviewer expectations are all Python-based, so it’s the easiest path for both the homework and the final/capstone project. Using another language is possible, but it can make reproducibility and review harder.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
What does a reproducible submission need to look like if I don't use Python?,"If you don’t use Python, the submission still has to be **easy to reproduce and evaluate**, and your documentation must be **very thorough**.

Your README should explain:

- how to **install dependencies**
- how to **run the project**
- how to do this on **Windows, macOS, and Linux**

The example given for a Go project is at this level:

```bash
go mod tidy
go run .
```

So, in short: **clear, complete setup/run instructions for your stack, across major operating systems**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where do I check out past LLM Zoomcamp capstone projects?,"You can check out past LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with previous project submissions from LLM Zoomcamp?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I see what students built for the LLM Zoomcamp capstone before starting mine?,"Yes — you can browse previous LLM Zoomcamp capstone submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These should help you understand the expected scope and quality before starting yours.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Where are the 2024 and 2025 LLM Zoomcamp project repositories listed?,"The 2024 and 2025 LLM Zoomcamp project repositories are listed here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there an archive or gallery of earlier LLM Zoomcamp projects I can look at?,"Yes — you can browse earlier LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages include submitted repositories and are useful for understanding the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do I need to reserve my capstone project idea before I start it?,No. You do not need to announce or reserve your project idea before starting.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Is there any announcement needed for a project topic in the capstone?,I don't know.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I get feedback on my project idea somewhere before I begin?,"Yes — if you want feedback on your project idea before starting, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Is it okay if my capstone topic is similar to another student's or a past project?,Yes. Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Where can I look at previous capstone projects to judge if my idea is within the right scope?,"You can look at previous capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These should help you judge the expected scope and quality.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,"Yes. You can build your capstone as a Telegram or WhatsApp bot, or any other interface instead of a website, as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Is a web app required for the project, or can I use another kind of interface?","No. A web app is not required.

You can use any interface that fits your project, such as:
- a web app
- a CLI
- a Telegram or WhatsApp bot
- a Slack app
- a notebook
- anything else

There are no strict guidelines on how you expose the project to the end user, as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Would a CLI, Slack app, or notebook be acceptable for the capstone project?","Yes. A CLI, Slack app, or notebook is acceptable for the capstone project. The course says you can use any interface that fits your idea, including a CLI, Slack app, or notebook.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
Are there any strict rules about how the end user should access the project?,"No. There are no strict rules about how the end user accesses the project. You can use a web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, or anything else, as long as it fits your idea and meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Does the course show how to create these interfaces, or do I need to handle that myself?","No — the course doesn’t teach how to build those interfaces. You’ll need to handle that part yourself, though you can use any interface you want for the project.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"What’s the best tool for pulling text out of PDFs for a RAG app, or is there no official one from the course?","There’s no official, prescribed PDF text-extraction tool from the course.

For a RAG app, the course suggests using whatever works best for your documents and trying a few options, such as:

- **docling** — good structured Markdown/JSON output
- **PyMuPDF / pymupdf4llm** — fast text extraction, Markdown output
- **unstructured** — handles many document types/layouts
- **pytesseract** (Tesseract OCR) — for scanned/image PDFs
- **Hosted OCR** like **Mistral OCR** — if you prefer an API

So the short answer: **no official one; test a couple on your PDFs and pick the cleanest output.**","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"If my PDFs are scanned images with no text layer, what should I use to OCR them before building the vector store?",Use **pytesseract** (Tesseract OCR) for scanned/image-based PDFs with no text layer. Hosted OCR options like **Mistral OCR** are also mentioned if you prefer an API.,"The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Should I go with docling, PyMuPDF, or unstructured for document extraction in the capstone, and how do I choose between them?","Use whichever works best for your data — the course doesn’t prescribe one specific tool.

A practical way to choose:

- **docling**: good if you want structured output like Markdown/JSON and are working toward RAG.
- **PyMuPDF / pymupdf4llm**: good if you want fast extraction and clean Markdown output.
- **unstructured**: good if your documents have varied layouts or multiple document types.
- **pytesseract / OCR tools**: use these if the PDFs are scanned or image-based and don’t have a text layer.
- **Hosted OCR**: useful if you prefer calling an API instead of running OCR locally.

Best recommendation: **try a couple on a sample of your documents and compare the text quality**. The one that gives the cleanest extraction for your specific PDFs is the right choice.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Can I use a hosted OCR API like Mistral OCR instead of running Tesseract locally for my project?,"Yes. The course explicitly says you can use **hosted OCR** such as **Mistral OCR** if you’d rather call an API instead of running OCR locally.

It also says the course doesn’t prescribe a specific extraction tool — just use whatever works best for your data.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"After I extract text from PDFs, what’s the next step for preparing the docs for RAG?","After extracting the text, the next step is to **clean, structure, and chunk** the documents for RAG.

Specifically:
- remove noise like broken HTML, duplicates, boilerplate, OCR errors, repeated headers/footers
- preserve useful context like titles, section names, dates, page numbers, speaker names, Q&A structure
- store the result in a structured format if helpful, often JSON
- chunk the text so related context stays together
- keep metadata for filtering/ranking later

The goal is to make retrieval more accurate, not just shorten the text.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Can I use this workshop content in my own capstone project?,"Yes — since dlt is open-source, you can use the workshop content in your own capstone project.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Is it okay to reuse the dlt workshop materials for other Zoomcamp projects too?,"Yes — the workshop materials are open-source, and you can use them for your own projects. The context even says you can use the content for a capstone project and for other Zoomcamps, like an MLOps Zoomcamp project.

If you want, I can also help clarify what “reuse” means in terms of project requirements.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Can I take what we learned here and apply it directly in my own project?,"Yes — you can take what you learned here and apply it directly in your own project.

If you mean the workshop materials and tools, the context says that since dlt is open-source, you can use the workshop content for a capstone project and even for other Zoomcamp projects. Feel free to use it directly in your projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Since dlt is open source, does that mean I’m allowed to use the workshop stuff in other work?","Yes — the workshop materials can be used in other work. Since dlt is open-source, you can use the workshop content for projects like a capstone, and even reuse it in other Zoomcamps or your own projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Are we free to ask questions and use this material in our projects?,"Yes — feel free to ask questions and use the material directly in your projects. Since dlt is open-source, you can use the workshop content for your capstone or other projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I create a new dlt project for loading data from cloud storage?,"Start with this command in your terminal:

```bash
dlt init filesystem duckdb
```

This sets up a new dlt project for loading data from cloud storage.  
More directions are available at: https://dlthub.com/docs/tutorial/filesystem","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What command should I run to initialize a filesystem source with duckdb in dlt?,"Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
I’m starting a fresh dlt ingestion project from cloud files — what’s the setup command?,"Use:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
How can I bootstrap a dlt pipeline for filesystem data into duckdb?,"Use:

```bash
dlt init filesystem duckdb
```

This bootstraps a new dlt project for loading filesystem data into DuckDB. More directions are available at the dlt filesystem tutorial: https://dlthub.com/docs/tutorial/filesystem","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Is there a quick way to initialize dlt for a cloud/filesystem tutorial?,"Yes — a quick way is:

```bash
dlt init filesystem duckdb
```

This is the command to start a new dlt project for loading from cloud/filesystem. More directions are available in the filesystem tutorial on dlthub.com.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"Why do I get `Table notion_pages___homework does not exist` when I run `db.open_table(""notion_pages___homework"")`?",Because not all instances of **`employee_handbook`** were changed to **`homework`** in your pipeline settings. Make sure the table name matches your configured pipeline/table names.,"The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
What should I check in my pipeline if the table says it doesn't exist after opening it?,Check that you changed all instances of **`employee_handbook`** to **`homework`** in your pipeline settings.,"The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"I changed the table name to homework, but `db.create_table(...)` still seems to fail. Could there be another old name somewhere?","Yes — the context suggests there may still be an old name left in your pipeline settings.

Specifically, the issue can happen if you haven’t changed all instances of `""employee_handbook""` to `""homework""`.

You may also want to check that you’re opening the correct table name, for example:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

And if you want to verify what tables exist in the DB, use:

```python
db.table_names()
```","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"When using the dlt workshop code, what causes the `FileNotFoundError` for `notion_pages___homework`?","The `FileNotFoundError` for `notion_pages___homework` happens because not all instances of `""employee_handbook""` were changed to `""homework""` in the pipeline settings.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Do I need to replace every `employee_handbook` reference with `homework` in the pipeline settings for the table to be found?,"Yes — the error suggests you need to replace **all** instances of `employee_handbook` with `homework` in the pipeline settings, not just the table name.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Why do I get FileNotFoundError saying the notion_pages___homework table does not exist when I run main()?,"You’re likely still using `""employee_handbook""` in some part of your pipeline configuration.

The context says that if `db.open_table(""notion_pages___homework"")` raises this error, it means you have **not changed all instances of `""employee_handbook""` to `""homework""`**.

So check your pipeline settings and make sure every old table name is updated.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
What should I change in line 3 if open_table is failing for notion_pages___homework?,"Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How do I fix the issue where db.create_table is requested instead of opening the table for the homework dataset?,"The issue means your pipeline is still configured for `employee_handbook` in some places.

Fix it by changing **all** instances of `""employee_handbook""` to `""homework""` in your pipeline settings, so that this line opens the correct table:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If it still errors, double-check the table name with:

```python
db.table_names()
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
Is the problem that I'm pointing to the wrong table name in the dlt workshop code?,"Yes — based on the workshop context, the issue is likely that you’re opening the wrong table name.

The correct line should be:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you’re using a different table name, that can trigger the error saying the table does not exist.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
What is the correct way to open the notion_pages___homework table in the script?,"Use:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How can I see all the tables that exist in the database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
What method should I use to list the tables in my db?,Use the `db.table_names()` method to list all the tables in your database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Is there a way to check which tables are already in the database?,You can use the `db.table_names()` method to list all tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
How do I get the names of all tables in a database using dlt?,Use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Which function returns the table names in the db?,Use `db.table_names()` to return the table names in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
"Does DLT already support ClickHouse or StarRocks connectors, or is that not available yet?","Currently, DLT does **not** have connectors for **ClickHouse** or **StarRocks** yet. It’s open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Are there any built-in DLT connectors for ClickHouse or StarRocks right now?,"Currently, dlt does not have built-in connectors for ClickHouse or StarRocks. It’s open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"Can I use DLT with ClickHouse or StarRocks, or do I need to build something myself?","Currently, dlt does not have connectors for ClickHouse or StarRocks. You’d need to build that yourself for now, though the project is open to community contributions to add those connectors.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"Is there a connector in DLT for ClickHouse or StarRocks, and if not, is the community working on it?","Currently, dlt does **not** have connectors for **ClickHouse** or **StarRocks**.

The context also says that dlt is **open to community contributions** to add these connectors, so there is interest, but I don’t have any more specific information about an active community implementation.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"Why isn’t ClickHouse or StarRocks supported in DLT yet, and can people contribute a connector?","Currently, DLT does not have connectors for ClickHouse or StarRocks yet, but the project is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Why am I getting a 401 Unauthorized error when the notebook tries to call the Notion search endpoint?,"A 401 Unauthorized error usually means there’s an authorization problem with the Notion API.

Common things to check:
1. Make sure the API key/token is correct.
2. Confirm the token has the right permissions.
3. Verify the notebook is calling the correct Notion endpoint.
4. Check whether the token has expired and needs to be regenerated.
5. Double-check all access/configuration settings.

If it still fails, review the Notion API documentation and authentication steps.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
How can I tell if my Notion API token is the problem when the notebook says it has no secret access?,"If the notebook says it has **no secret access** and you’re getting a `401 Unauthorized` from Notion, the context suggests an **authorization issue**. To check whether your Notion API token is the problem:

- **Verify the API key/token** is the one you intended to use
- Make sure it has the **appropriate permissions**
- Check whether the token has **expired** and regenerate it if needed
- Double-check your **access/configuration settings**
- Confirm you’re calling the correct Notion endpoint

If it still fails after that, the token or its permissions are likely the issue. If you want, I can help you narrow it down step by step.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
What should I check first if the notebook fails with an authorization error against api.notion.com/v1/search?,"First, check that you have the correct Notion API key with the right permissions. If that’s correct, then verify the API endpoint, token expiry, and your access/configuration settings. If the problem still persists, review the Notion API docs and authentication steps.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
